Year,Week,WeekX,Location,Sex,Age,Deaths
18,19,71,Home / Non-institution,F,15-44,5
18,19,71,Home / Non-institution,M,15-44,15
18,19,71,Hospital,F,15-44,6
18,19,71,Hospital,M,15-44,7
18,20,72,Care Home,M,15-44,1
18,20,72,Care Home,F,15-44,2
18,20,72,Home / Non-institution,F,15-44,9
18,20,72,Home / Non-institution,M,15-44,23
18,20,72,Hospital,F,15-44,2
18,20,72,Hospital,M,15-44,10
18,21,73,Care Home,M,15-44,1
18,21,73,Care Home,F,15-44,3
18,21,73,Home / Non-institution,F,15-44,9
18,21,73,Home / Non-institution,M,15-44,18
18,21,73,Hospital,F,15-44,1
18,21,73,Hospital,M,15-44,6
18,22,74,Care Home,M,15-44,2
18,22,74,Care Home,F,15-44,4
18,22,74,Home / Non-institution,F,15-44,8
18,22,74,Home / Non-institution,M,15-44,17
18,22,74,Hospital,M,15-44,4
18,22,74,Hospital,F,15-44,7
18,23,75,Care Home,F,15-44,1
18,23,75,Home / Non-institution,F,15-44,12
18,23,75,Home / Non-institution,M,15-44,25
18,23,75,Hospital,F,15-44,6
18,23,75,Hospital,M,15-44,9
18,24,76,Care Home,F,15-44,1
18,24,76,Home / Non-institution,F,15-44,9
18,24,76,Home / Non-institution,M,15-44,22
18,24,76,Hospital,F,15-44,4
18,24,76,Hospital,M,15-44,11
18,25,77,Home / Non-institution,F,15-44,7
18,25,77,Home / Non-institution,M,15-44,24
18,25,77,Hospital,F,15-44,5
18,25,77,Hospital,M,15-44,10
18,25,77,Other institution,M,15-44,2
18,26,78,Care Home,F,15-44,1
18,26,78,Care Home,M,15-44,1
18,26,78,Home / Non-institution,F,15-44,5
18,26,78,Home / Non-institution,M,15-44,24
18,26,78,Hospital,F,15-44,4
18,26,78,Hospital,M,15-44,5
18,26,78,Other institution,M,15-44,1
18,27,79,Care Home,M,15-44,1
18,27,79,Home / Non-institution,F,15-44,4
18,27,79,Home / Non-institution,M,15-44,16
18,27,79,Hospital,F,15-44,6
18,27,79,Hospital,M,15-44,9
18,28,80,Care Home,F,15-44,2
18,28,80,Home / Non-institution,F,15-44,13
18,28,80,Home / Non-institution,M,15-44,17
18,28,80,Hospital,F,15-44,3
18,28,80,Hospital,M,15-44,4
18,28,80,Other institution,F,15-44,1
18,28,80,Other institution,M,15-44,1
18,29,81,Care Home,F,15-44,3
18,29,81,Home / Non-institution,F,15-44,8
18,29,81,Home / Non-institution,M,15-44,22
18,29,81,Hospital,F,15-44,6
18,29,81,Hospital,M,15-44,10
18,30,82,Care Home,M,15-44,1
18,30,82,Care Home,F,15-44,2
18,30,82,Home / Non-institution,F,15-44,5
18,30,82,Home / Non-institution,M,15-44,17
18,30,82,Hospital,F,15-44,2
18,30,82,Hospital,M,15-44,6
18,31,83,Care Home,F,15-44,1
18,31,83,Care Home,M,15-44,2
18,31,83,Home / Non-institution,F,15-44,7
18,31,83,Home / Non-institution,M,15-44,23
18,31,83,Hospital,F,15-44,2
18,31,83,Hospital,M,15-44,8
18,32,84,Home / Non-institution,F,15-44,11
18,32,84,Home / Non-institution,M,15-44,24
18,32,84,Hospital,F,15-44,1
18,32,84,Hospital,M,15-44,7
18,33,85,Care Home,F,15-44,1
18,33,85,Home / Non-institution,F,15-44,5
18,33,85,Home / Non-institution,M,15-44,19
18,33,85,Hospital,F,15-44,1
18,33,85,Hospital,M,15-44,5
18,34,86,Care Home,F,15-44,1
18,34,86,Home / Non-institution,M,15-44,9
18,34,86,Home / Non-institution,F,15-44,12
18,34,86,Hospital,F,15-44,4
18,34,86,Hospital,M,15-44,5
18,35,87,Home / Non-institution,M,15-44,10
18,35,87,Home / Non-institution,F,15-44,16
18,35,87,Hospital,F,15-44,4
18,35,87,Hospital,M,15-44,6
18,36,88,Home / Non-institution,F,15-44,7
18,36,88,Home / Non-institution,M,15-44,23
18,36,88,Hospital,F,15-44,6
18,36,88,Hospital,M,15-44,8
18,37,89,Care Home,F,15-44,1
18,37,89,Home / Non-institution,F,15-44,11
18,37,89,Home / Non-institution,M,15-44,15
18,37,89,Hospital,F,15-44,6
18,37,89,Hospital,M,15-44,6
18,38,90,Care Home,F,15-44,1
18,38,90,Home / Non-institution,F,15-44,7
18,38,90,Home / Non-institution,M,15-44,19
18,38,90,Hospital,F,15-44,3
18,38,90,Hospital,M,15-44,6
18,39,91,Care Home,M,15-44,2
18,39,91,Home / Non-institution,F,15-44,4
18,39,91,Home / Non-institution,M,15-44,26
18,39,91,Hospital,F,15-44,6
18,39,91,Hospital,M,15-44,10
18,40,92,Care Home,F,15-44,3
18,40,92,Home / Non-institution,F,15-44,7
18,40,92,Home / Non-institution,M,15-44,24
18,40,92,Hospital,F,15-44,6
18,40,92,Hospital,M,15-44,8
18,41,93,Care Home,F,15-44,1
18,41,93,Care Home,M,15-44,2
18,41,93,Home / Non-institution,F,15-44,4
18,41,93,Home / Non-institution,M,15-44,25
18,41,93,Hospital,F,15-44,6
18,41,93,Hospital,M,15-44,15
18,41,93,Other institution,M,15-44,2
18,42,94,Care Home,F,15-44,1
18,42,94,Home / Non-institution,F,15-44,8
18,42,94,Home / Non-institution,M,15-44,16
18,42,94,Hospital,F,15-44,6
18,42,94,Hospital,M,15-44,6
18,42,94,Other institution,M,15-44,1
18,43,95,Home / Non-institution,F,15-44,12
18,43,95,Home / Non-institution,M,15-44,16
18,43,95,Hospital,M,15-44,3
18,43,95,Hospital,F,15-44,4
18,44,96,Care Home,M,15-44,2
18,44,96,Care Home,F,15-44,3
18,44,96,Home / Non-institution,F,15-44,5
18,44,96,Home / Non-institution,M,15-44,20
18,44,96,Hospital,M,15-44,3
18,44,96,Hospital,F,15-44,5
18,45,97,Care Home,M,15-44,2
18,45,97,Home / Non-institution,F,15-44,1
18,45,97,Home / Non-institution,M,15-44,23
18,45,97,Hospital,F,15-44,7
18,45,97,Hospital,M,15-44,8
18,46,98,Care Home,F,15-44,2
18,46,98,Home / Non-institution,F,15-44,3
18,46,98,Home / Non-institution,M,15-44,22
18,46,98,Hospital,F,15-44,3
18,46,98,Hospital,M,15-44,7
18,47,99,Care Home,F,15-44,1
18,47,99,Care Home,M,15-44,1
18,47,99,Home / Non-institution,F,15-44,8
18,47,99,Home / Non-institution,M,15-44,19
18,47,99,Hospital,F,15-44,4
18,47,99,Hospital,M,15-44,8
18,48,100,Care Home,F,15-44,1
18,48,100,Home / Non-institution,F,15-44,6
18,48,100,Home / Non-institution,M,15-44,21
18,48,100,Hospital,F,15-44,3
18,48,100,Hospital,M,15-44,11
18,49,101,Home / Non-institution,F,15-44,7
18,49,101,Home / Non-institution,M,15-44,20
18,49,101,Hospital,F,15-44,4
18,49,101,Hospital,M,15-44,5
18,50,102,Care Home,M,15-44,1
18,50,102,Care Home,F,15-44,3
18,50,102,Home / Non-institution,F,15-44,8
18,50,102,Home / Non-institution,M,15-44,24
18,50,102,Hospital,M,15-44,7
18,50,102,Hospital,F,15-44,8
18,51,103,Home / Non-institution,F,15-44,11
18,51,103,Home / Non-institution,M,15-44,19
18,51,103,Hospital,F,15-44,6
18,51,103,Hospital,M,15-44,10
18,52,104,Home / Non-institution,F,15-44,5
18,52,104,Home / Non-institution,M,15-44,8
18,52,104,Hospital,M,15-44,4
18,52,104,Hospital,F,15-44,5
17,1,1,Care Home,F,45-64,7
17,1,1,Care Home,M,45-64,9
17,1,1,Home / Non-institution,F,45-64,20
17,1,1,Home / Non-institution,M,45-64,36
17,1,1,Hospital,F,45-64,28
17,1,1,Hospital,M,45-64,37
17,1,1,Other institution,M,45-64,1
17,2,2,Care Home,F,45-64,2
17,2,2,Care Home,M,45-64,8
17,2,2,Home / Non-institution,F,45-64,33
17,2,2,Home / Non-institution,M,45-64,55
17,2,2,Hospital,F,45-64,46
17,2,2,Hospital,M,45-64,54
17,3,3,Care Home,M,45-64,4
17,3,3,Care Home,F,45-64,11
17,3,3,Home / Non-institution,F,45-64,20
17,3,3,Home / Non-institution,M,45-64,48
17,3,3,Hospital,F,45-64,29
17,3,3,Hospital,M,45-64,51
17,4,4,Care Home,F,45-64,4
17,4,4,Care Home,M,45-64,6
17,4,4,Home / Non-institution,F,45-64,19
17,4,4,Home / Non-institution,M,45-64,51
17,4,4,Hospital,F,45-64,29
17,4,4,Hospital,M,45-64,52
17,4,4,Other institution,M,45-64,2
17,5,5,Care Home,M,45-64,6
17,5,5,Care Home,F,45-64,9
17,5,5,Home / Non-institution,F,45-64,24
17,5,5,Home / Non-institution,M,45-64,47
17,5,5,Hospital,F,45-64,40
17,5,5,Hospital,M,45-64,48
17,6,6,Care Home,M,45-64,6
17,6,6,Care Home,F,45-64,7
17,6,6,Home / Non-institution,F,45-64,34
17,6,6,Home / Non-institution,M,45-64,43
17,6,6,Hospital,F,45-64,33
17,6,6,Hospital,M,45-64,48
17,6,6,Other institution,M,45-64,1
17,7,7,Care Home,F,45-64,6
17,7,7,Care Home,M,45-64,10
17,7,7,Home / Non-institution,F,45-64,31
17,7,7,Home / Non-institution,M,45-64,48
17,7,7,Hospital,M,45-64,36
17,7,7,Hospital,F,45-64,37
17,7,7,Other institution,F,45-64,1
17,7,7,Other institution,M,45-64,1
17,8,8,Care Home,M,45-64,12
17,8,8,Care Home,F,45-64,14
17,8,8,Home / Non-institution,F,45-64,29
17,8,8,Home / Non-institution,M,45-64,43
17,8,8,Hospital,F,45-64,23
17,8,8,Hospital,M,45-64,39
17,8,8,Other institution,M,45-64,1
17,9,9,Care Home,M,45-64,6
17,9,9,Care Home,F,45-64,11
17,9,9,Home / Non-institution,F,45-64,31
17,9,9,Home / Non-institution,M,45-64,48
17,9,9,Hospital,M,45-64,41
17,9,9,Hospital,F,45-64,48
17,9,9,Other institution,F,45-64,1
17,10,10,Care Home,F,45-64,11
17,10,10,Care Home,M,45-64,12
17,10,10,Home / Non-institution,F,45-64,27
17,10,10,Home / Non-institution,M,45-64,44
17,10,10,Hospital,F,45-64,37
17,10,10,Hospital,M,45-64,41
17,11,11,Care Home,F,45-64,1
17,11,11,Care Home,M,45-64,7
17,11,11,Home / Non-institution,F,45-64,16
17,11,11,Home / Non-institution,M,45-64,42
17,11,11,Hospital,M,45-64,36
17,11,11,Hospital,F,45-64,37
17,11,11,Other institution,M,45-64,1
17,11,11,Other institution,F,45-64,2
17,12,12,Care Home,M,45-64,2
17,12,12,Care Home,F,45-64,10
17,12,12,Home / Non-institution,F,45-64,18
17,12,12,Home / Non-institution,M,45-64,51
17,12,12,Hospital,F,45-64,32
17,12,12,Hospital,M,45-64,40
17,13,13,Care Home,M,45-64,7
17,13,13,Care Home,F,45-64,11
17,13,13,Home / Non-institution,F,45-64,22
17,13,13,Home / Non-institution,M,45-64,34
17,13,13,Hospital,F,45-64,35
17,13,13,Hospital,M,45-64,40
17,13,13,Other institution,F,45-64,1
17,14,14,Care Home,M,45-64,3
17,14,14,Care Home,F,45-64,7
17,14,14,Home / Non-institution,F,45-64,27
17,14,14,Home / Non-institution,M,45-64,41
17,14,14,Hospital,F,45-64,37
17,14,14,Hospital,M,45-64,56
17,15,15,Care Home,F,45-64,3
17,15,15,Care Home,M,45-64,5
17,15,15,Home / Non-institution,F,45-64,27
17,15,15,Home / Non-institution,M,45-64,40
17,15,15,Hospital,F,45-64,35
17,15,15,Hospital,M,45-64,36
17,16,16,Care Home,F,45-64,7
17,16,16,Care Home,M,45-64,7
17,16,16,Home / Non-institution,F,45-64,20
17,16,16,Home / Non-institution,M,45-64,36
17,16,16,Hospital,F,45-64,32
17,16,16,Hospital,M,45-64,42
17,17,17,Care Home,F,45-64,6
17,17,17,Care Home,M,45-64,12
17,17,17,Home / Non-institution,F,45-64,28
17,17,17,Home / Non-institution,M,45-64,44
17,17,17,Hospital,F,45-64,34
17,17,17,Hospital,M,45-64,36
17,17,17,Other institution,F,45-64,1
17,17,17,Other institution,M,45-64,1
17,18,18,Care Home,M,45-64,5
17,18,18,Care Home,F,45-64,8
17,18,18,Home / Non-institution,F,45-64,18
17,18,18,Home / Non-institution,M,45-64,38
17,18,18,Hospital,F,45-64,25
17,18,18,Hospital,M,45-64,36
17,18,18,Other institution,F,45-64,1
17,19,19,Care Home,F,45-64,6
17,19,19,Care Home,M,45-64,8
17,19,19,Home / Non-institution,F,45-64,22
17,19,19,Home / Non-institution,M,45-64,57
17,19,19,Hospital,F,45-64,40
17,19,19,Hospital,M,45-64,45
17,20,20,Care Home,M,45-64,2
17,20,20,Care Home,F,45-64,8
17,20,20,Home / Non-institution,F,45-64,26
17,20,20,Home / Non-institution,M,45-64,36
17,20,20,Hospital,F,45-64,41
17,20,20,Hospital,M,45-64,42
17,20,20,Other institution,M,45-64,1
17,21,21,Care Home,M,45-64,9
17,21,21,Care Home,F,45-64,13
17,21,21,Home / Non-institution,F,45-64,18
17,21,21,Home / Non-institution,M,45-64,44
17,21,21,Hospital,F,45-64,31
17,21,21,Hospital,M,45-64,38
17,22,22,Care Home,M,45-64,6
17,22,22,Care Home,F,45-64,7
17,22,22,Home / Non-institution,F,45-64,16
17,22,22,Home / Non-institution,M,45-64,42
17,22,22,Hospital,F,45-64,32
17,22,22,Hospital,M,45-64,34
17,22,22,Other institution,M,45-64,1
17,23,23,Care Home,M,45-64,7
17,23,23,Care Home,F,45-64,12
17,23,23,Home / Non-institution,F,45-64,24
17,23,23,Home / Non-institution,M,45-64,37
17,23,23,Hospital,F,45-64,35
17,23,23,Hospital,M,45-64,39
17,24,24,Care Home,F,45-64,4
17,24,24,Care Home,M,45-64,8
17,24,24,Home / Non-institution,F,45-64,31
17,24,24,Home / Non-institution,M,45-64,44
17,24,24,Hospital,F,45-64,30
17,24,24,Hospital,M,45-64,45
17,24,24,Other institution,M,45-64,1
17,25,25,Care Home,F,45-64,8
17,25,25,Care Home,M,45-64,12
17,25,25,Home / Non-institution,F,45-64,19
17,25,25,Home / Non-institution,M,45-64,50
17,25,25,Hospital,F,45-64,31
17,25,25,Hospital,M,45-64,47
17,26,26,Care Home,M,45-64,4
17,26,26,Care Home,F,45-64,6
17,26,26,Home / Non-institution,F,45-64,27
17,26,26,Home / Non-institution,M,45-64,34
17,26,26,Hospital,F,45-64,26
17,26,26,Hospital,M,45-64,35
17,26,26,Other institution,F,45-64,1
17,26,26,Other institution,M,45-64,1
17,27,27,Care Home,F,45-64,4
17,27,27,Care Home,M,45-64,8
17,27,27,Home / Non-institution,F,45-64,28
17,27,27,Home / Non-institution,M,45-64,46
17,27,27,Hospital,F,45-64,21
17,27,27,Hospital,M,45-64,39
17,27,27,Other institution,F,45-64,1
17,28,28,Care Home,F,45-64,5
17,28,28,Care Home,M,45-64,11
17,28,28,Home / Non-institution,F,45-64,20
17,28,28,Home / Non-institution,M,45-64,39
17,28,28,Hospital,F,45-64,24
17,28,28,Hospital,M,45-64,27
17,28,28,Other institution,F,45-64,1
17,29,29,Care Home,F,45-64,4
17,29,29,Care Home,M,45-64,8
17,29,29,Home / Non-institution,F,45-64,20
17,29,29,Home / Non-institution,M,45-64,52
17,29,29,Hospital,F,45-64,26
17,29,29,Hospital,M,45-64,40
17,30,30,Care Home,M,45-64,5
17,30,30,Care Home,F,45-64,10
17,30,30,Home / Non-institution,F,45-64,23
17,30,30,Home / Non-institution,M,45-64,54
17,30,30,Hospital,F,45-64,27
17,30,30,Hospital,M,45-64,29
17,31,31,Care Home,M,45-64,4
17,31,31,Care Home,F,45-64,12
17,31,31,Home / Non-institution,F,45-64,22
17,31,31,Home / Non-institution,M,45-64,42
17,31,31,Hospital,F,45-64,30
17,31,31,Hospital,M,45-64,40
17,31,31,Other institution,F,45-64,1
17,32,32,Care Home,M,45-64,5
17,32,32,Care Home,F,45-64,8
17,32,32,Home / Non-institution,F,45-64,28
17,32,32,Home / Non-institution,M,45-64,43
17,32,32,Hospital,F,45-64,29
17,32,32,Hospital,M,45-64,38
17,32,32,Other institution,F,45-64,1
17,33,33,Care Home,M,45-64,1
17,33,33,Care Home,F,45-64,6
17,33,33,Home / Non-institution,F,45-64,21
17,33,33,Home / Non-institution,M,45-64,34
17,33,33,Hospital,F,45-64,29
17,33,33,Hospital,M,45-64,38
17,33,33,Other institution,M,45-64,1
17,34,34,Care Home,F,45-64,6
17,34,34,Care Home,M,45-64,8
17,34,34,Home / Non-institution,F,45-64,22
17,34,34,Home / Non-institution,M,45-64,44
17,34,34,Hospital,F,45-64,32
17,34,34,Hospital,M,45-64,41
17,35,35,Care Home,F,45-64,6
17,35,35,Care Home,M,45-64,6
17,35,35,Home / Non-institution,F,45-64,20
17,35,35,Home / Non-institution,M,45-64,46
17,35,35,Hospital,F,45-64,32
17,35,35,Hospital,M,45-64,45
17,36,36,Care Home,F,45-64,4
17,36,36,Care Home,M,45-64,5
17,36,36,Home / Non-institution,F,45-64,19
17,36,36,Home / Non-institution,M,45-64,36
17,36,36,Hospital,F,45-64,29
17,36,36,Hospital,M,45-64,37
17,36,36,Other institution,M,45-64,1
17,37,37,Care Home,M,45-64,5
17,37,37,Care Home,F,45-64,11
17,37,37,Home / Non-institution,F,45-64,22
17,37,37,Home / Non-institution,M,45-64,44
17,37,37,Hospital,F,45-64,30
17,37,37,Hospital,M,45-64,40
17,37,37,Other institution,M,45-64,1
17,38,38,Care Home,M,45-64,6
17,38,38,Care Home,F,45-64,8
17,38,38,Home / Non-institution,F,45-64,25
17,38,38,Home / Non-institution,M,45-64,43
17,38,38,Hospital,F,45-64,34
17,38,38,Hospital,M,45-64,44
17,38,38,Other institution,F,45-64,1
17,39,39,Care Home,M,45-64,8
17,39,39,Care Home,F,45-64,12
17,39,39,Home / Non-institution,F,45-64,20
17,39,39,Home / Non-institution,M,45-64,44
17,39,39,Hospital,F,45-64,30
17,39,39,Hospital,M,45-64,34
17,39,39,Other institution,F,45-64,1
17,40,40,Care Home,F,45-64,6
17,40,40,Care Home,M,45-64,7
17,40,40,Home / Non-institution,F,45-64,34
17,40,40,Home / Non-institution,M,45-64,38
17,40,40,Hospital,F,45-64,27
17,40,40,Hospital,M,45-64,41
17,40,40,Other institution,F,45-64,2
17,41,41,Care Home,F,45-64,7
17,41,41,Care Home,M,45-64,13
17,41,41,Home / Non-institution,F,45-64,17
17,41,41,Home / Non-institution,M,45-64,41
17,41,41,Hospital,F,45-64,27
17,41,41,Hospital,M,45-64,40
17,41,41,Other institution,F,45-64,1
17,42,42,Care Home,F,45-64,6
17,42,42,Care Home,M,45-64,6
17,42,42,Home / Non-institution,F,45-64,22
17,42,42,Home / Non-institution,M,45-64,52
17,42,42,Hospital,F,45-64,29
17,42,42,Hospital,M,45-64,43
17,43,43,Care Home,F,45-64,7
17,43,43,Care Home,M,45-64,15
17,43,43,Home / Non-institution,F,45-64,24
17,43,43,Home / Non-institution,M,45-64,41
17,43,43,Hospital,F,45-64,27
17,43,43,Hospital,M,45-64,36
17,43,43,Other institution,F,45-64,1
17,44,44,Care Home,F,45-64,8
17,44,44,Care Home,M,45-64,15
17,44,44,Home / Non-institution,F,45-64,33
17,44,44,Home / Non-institution,M,45-64,42
17,44,44,Hospital,F,45-64,28
17,44,44,Hospital,M,45-64,33
17,45,45,Care Home,F,45-64,6
17,45,45,Care Home,M,45-64,10
17,45,45,Home / Non-institution,F,45-64,21
17,45,45,Home / Non-institution,M,45-64,54
17,45,45,Hospital,F,45-64,29
17,45,45,Hospital,M,45-64,43
17,46,46,Care Home,M,45-64,4
17,46,46,Care Home,F,45-64,9
17,46,46,Home / Non-institution,F,45-64,26
17,46,46,Home / Non-institution,M,45-64,49
17,46,46,Hospital,F,45-64,44
17,46,46,Hospital,M,45-64,49
17,46,46,Other institution,F,45-64,1
17,47,47,Care Home,M,45-64,8
17,47,47,Care Home,F,45-64,16
17,47,47,Home / Non-institution,F,45-64,21
17,47,47,Home / Non-institution,M,45-64,47
17,47,47,Hospital,F,45-64,28
17,47,47,Hospital,M,45-64,45
17,47,47,Other institution,M,45-64,3
17,48,48,Care Home,M,45-64,4
17,48,48,Care Home,F,45-64,8
17,48,48,Home / Non-institution,F,45-64,22
17,48,48,Home / Non-institution,M,45-64,42
17,48,48,Hospital,F,45-64,30
17,48,48,Hospital,M,45-64,48
17,48,48,Other institution,M,45-64,1
17,49,49,Care Home,F,45-64,9
17,49,49,Care Home,M,45-64,9
17,49,49,Home / Non-institution,F,45-64,18
17,49,49,Home / Non-institution,M,45-64,39
17,49,49,Hospital,F,45-64,35
17,49,49,Hospital,M,45-64,45
17,50,50,Care Home,M,45-64,9
17,50,50,Care Home,F,45-64,13
17,50,50,Home / Non-institution,F,45-64,29
17,50,50,Home / Non-institution,M,45-64,62
17,50,50,Hospital,F,45-64,31
17,50,50,Hospital,M,45-64,52
17,50,50,Other institution,M,45-64,1
17,51,51,Care Home,F,45-64,8
17,51,51,Care Home,M,45-64,10
17,51,51,Home / Non-institution,F,45-64,33
17,51,51,Home / Non-institution,M,45-64,39
17,51,51,Hospital,F,45-64,36
17,51,51,Hospital,M,45-64,50
17,52,52,Care Home,F,45-64,6
17,52,52,Care Home,M,45-64,7
17,52,52,Home / Non-institution,F,45-64,16
17,52,52,Home / Non-institution,M,45-64,34
17,52,52,Hospital,M,45-64,29
17,52,52,Hospital,F,45-64,36
18,1,53,Care Home,M,45-64,6
18,1,53,Care Home,F,45-64,7
18,1,53,Home / Non-institution,F,45-64,32
18,1,53,Home / Non-institution,M,45-64,42
18,1,53,Hospital,F,45-64,33
18,1,53,Hospital,M,45-64,43
18,1,53,Other institution,F,45-64,1
18,2,54,Care Home,M,45-64,8
18,2,54,Care Home,F,45-64,10
18,2,54,Home / Non-institution,F,45-64,37
18,2,54,Home / Non-institution,M,45-64,63
18,2,54,Hospital,F,45-64,58
18,2,54,Hospital,M,45-64,65
18,3,55,Care Home,M,45-64,3
18,3,55,Care Home,F,45-64,8
18,3,55,Home / Non-institution,F,45-64,30
18,3,55,Home / Non-institution,M,45-64,63
18,3,55,Hospital,M,45-64,46
18,3,55,Hospital,F,45-64,49
18,4,56,Care Home,F,45-64,9
18,4,56,Care Home,M,45-64,11
18,4,56,Home / Non-institution,F,45-64,32
18,4,56,Home / Non-institution,M,45-64,62
18,4,56,Hospital,F,45-64,33
18,4,56,Hospital,M,45-64,40
18,5,57,Care Home,M,45-64,9
18,5,57,Care Home,F,45-64,10
18,5,57,Home / Non-institution,F,45-64,26
18,5,57,Home / Non-institution,M,45-64,56
18,5,57,Hospital,F,45-64,32
18,5,57,Hospital,M,45-64,44
18,5,57,Other institution,F,45-64,1
18,5,57,Other institution,M,45-64,2
18,6,58,Care Home,F,45-64,5
18,6,58,Care Home,M,45-64,15
18,6,58,Home / Non-institution,F,45-64,26
18,6,58,Home / Non-institution,M,45-64,55
18,6,58,Hospital,F,45-64,41
18,6,58,Hospital,M,45-64,51
18,7,59,Care Home,M,45-64,8
18,7,59,Care Home,F,45-64,13
18,7,59,Home / Non-institution,F,45-64,26
18,7,59,Home / Non-institution,M,45-64,52
18,7,59,Hospital,F,45-64,48
18,7,59,Hospital,M,45-64,51
18,8,60,Care Home,M,45-64,9
18,8,60,Care Home,F,45-64,11
18,8,60,Home / Non-institution,F,45-64,25
18,8,60,Home / Non-institution,M,45-64,48
18,8,60,Hospital,M,45-64,42
18,8,60,Hospital,F,45-64,44
18,9,61,Care Home,F,45-64,10
18,9,61,Care Home,M,45-64,13
18,9,61,Home / Non-institution,F,45-64,24
18,9,61,Home / Non-institution,M,45-64,42
18,9,61,Hospital,F,45-64,23
18,9,61,Hospital,M,45-64,32
18,9,61,Other institution,M,45-64,5
18,10,62,Care Home,M,45-64,6
18,10,62,Care Home,F,45-64,13
18,10,62,Home / Non-institution,F,45-64,31
18,10,62,Home / Non-institution,M,45-64,56
18,10,62,Hospital,F,45-64,44
18,10,62,Hospital,M,45-64,48
18,11,63,Care Home,F,45-64,5
18,11,63,Care Home,M,45-64,5
18,11,63,Home / Non-institution,F,45-64,24
18,11,63,Home / Non-institution,M,45-64,38
18,11,63,Hospital,F,45-64,33
18,11,63,Hospital,M,45-64,47
18,12,64,Care Home,F,45-64,6
18,12,64,Care Home,M,45-64,8
18,12,64,Home / Non-institution,F,45-64,18
18,12,64,Home / Non-institution,M,45-64,51
18,12,64,Hospital,F,45-64,34
18,12,64,Hospital,M,45-64,48
18,12,64,Other institution,M,45-64,1
18,13,65,Care Home,M,45-64,5
18,13,65,Care Home,F,45-64,10
18,13,65,Home / Non-institution,F,45-64,26
18,13,65,Home / Non-institution,M,45-64,42
18,13,65,Hospital,F,45-64,29
18,13,65,Hospital,M,45-64,42
18,14,66,Care Home,M,45-64,7
18,14,66,Care Home,F,45-64,9
18,14,66,Home / Non-institution,F,45-64,19
18,14,66,Home / Non-institution,M,45-64,33
18,14,66,Hospital,F,45-64,34
18,14,66,Hospital,M,45-64,40
18,15,67,Care Home,M,45-64,9
18,15,67,Care Home,F,45-64,20
18,15,67,Home / Non-institution,F,45-64,35
18,15,67,Home / Non-institution,M,45-64,63
18,15,67,Hospital,F,45-64,40
18,15,67,Hospital,M,45-64,60
18,15,67,Other institution,F,45-64,1
18,16,68,Care Home,F,45-64,8
18,16,68,Care Home,M,45-64,12
18,16,68,Home / Non-institution,F,45-64,20
18,16,68,Home / Non-institution,M,45-64,51
18,16,68,Hospital,F,45-64,41
18,16,68,Hospital,M,45-64,46
18,16,68,Other institution,M,45-64,1
18,17,69,Care Home,F,45-64,6
18,17,69,Care Home,M,45-64,8
18,17,69,Home / Non-institution,F,45-64,25
18,17,69,Home / Non-institution,M,45-64,48
18,17,69,Hospital,F,45-64,32
18,17,69,Hospital,M,45-64,40
18,17,69,Other institution,M,45-64,1
18,18,70,Care Home,M,45-64,6
18,18,70,Care Home,F,45-64,8
18,18,70,Home / Non-institution,F,45-64,25
18,18,70,Home / Non-institution,M,45-64,60
18,18,70,Hospital,F,45-64,30
18,18,70,Hospital,M,45-64,34
18,18,70,Other institution,F,45-64,1
18,19,71,Care Home,F,45-64,6
18,19,71,Care Home,M,45-64,7
18,19,71,Home / Non-institution,F,45-64,38
18,19,71,Home / Non-institution,M,45-64,40
18,19,71,Hospital,F,45-64,35
18,19,71,Hospital,M,45-64,38
18,19,71,Other institution,F,45-64,2
18,20,72,Care Home,F,45-64,4
18,20,72,Care Home,M,45-64,5
18,20,72,Home / Non-institution,F,45-64,21
18,20,72,Home / Non-institution,M,45-64,47
18,20,72,Hospital,M,45-64,30
18,20,72,Hospital,F,45-64,39
18,20,72,Other institution,F,45-64,1
18,20,72,Other institution,M,45-64,1
18,21,73,Care Home,M,45-64,5
18,21,73,Care Home,F,45-64,10
18,21,73,Home / Non-institution,F,45-64,20
18,21,73,Home / Non-institution,M,45-64,44
18,21,73,Hospital,F,45-64,25
18,21,73,Hospital,M,45-64,43
18,22,74,Care Home,M,45-64,7
18,22,74,Care Home,F,45-64,8
18,22,74,Home / Non-institution,F,45-64,22
18,22,74,Home / Non-institution,M,45-64,35
18,22,74,Hospital,F,45-64,32
18,22,74,Hospital,M,45-64,37
18,23,75,Care Home,F,45-64,6
18,23,75,Care Home,M,45-64,6
18,23,75,Home / Non-institution,F,45-64,20
18,23,75,Home / Non-institution,M,45-64,52
18,23,75,Hospital,M,45-64,27
18,23,75,Hospital,F,45-64,30
18,23,75,Other institution,F,45-64,1
18,23,75,Other institution,M,45-64,1
18,24,76,Care Home,F,45-64,8
18,24,76,Care Home,M,45-64,9
18,24,76,Home / Non-institution,F,45-64,17
18,24,76,Home / Non-institution,M,45-64,46
18,24,76,Hospital,F,45-64,32
18,24,76,Hospital,M,45-64,35
18,24,76,Other institution,F,45-64,2
18,25,77,Care Home,M,45-64,4
18,25,77,Care Home,F,45-64,12
18,25,77,Home / Non-institution,F,45-64,21
18,25,77,Home / Non-institution,M,45-64,45
18,25,77,Hospital,F,45-64,26
18,25,77,Hospital,M,45-64,29
