Year,Week,WeekX,Location,Sex,Age,Deaths,
19,27,27,Hospital,F,75-84,76,
19,27,27,Hospital,M,75-84,87,
19,27,27,Other institution,M,75-84,2,
19,28,28,Care Home,M,75-84,33,
19,28,28,Care Home,F,75-84,42,
19,28,28,Home / Non-institution,F,75-84,32,
19,28,28,Home / Non-institution,M,75-84,38,
19,28,28,Hospital,M,75-84,84,
19,28,28,Hospital,F,75-84,88,
19,28,28,Other institution,F,75-84,1,
19,28,28,Other institution,M,75-84,1,
19,29,29,Care Home,F,75-84,27,
19,29,29,Care Home,M,75-84,35,
19,29,29,Home / Non-institution,F,75-84,38,
19,29,29,Home / Non-institution,M,75-84,43,
19,29,29,Hospital,F,75-84,63,
19,29,29,Hospital,M,75-84,69,
19,30,30,Care Home,M,75-84,33,
19,30,30,Care Home,F,75-84,35,
19,30,30,Home / Non-institution,F,75-84,33,
19,30,30,Home / Non-institution,M,75-84,36,
19,30,30,Hospital,F,75-84,77,
19,30,30,Hospital,M,75-84,98,
19,30,30,Other institution,F,75-84,2,
19,31,31,Care Home,F,75-84,37,
19,31,31,Care Home,M,75-84,38,
19,31,31,Home / Non-institution,M,75-84,29,
19,31,31,Home / Non-institution,F,75-84,31,
19,31,31,Hospital,F,75-84,80,
19,31,31,Hospital,M,75-84,101,
19,32,32,Care Home,M,75-84,36,
19,32,32,Care Home,F,75-84,41,
19,32,32,Home / Non-institution,F,75-84,31,
19,32,32,Home / Non-institution,M,75-84,49,
19,32,32,Hospital,F,75-84,64,
19,32,32,Hospital,M,75-84,102,
19,33,33,Care Home,M,75-84,24,
19,33,33,Care Home,F,75-84,39,
19,33,33,Home / Non-institution,M,75-84,43,
19,33,33,Home / Non-institution,F,75-84,48,
19,33,33,Hospital,F,75-84,66,
19,33,33,Hospital,M,75-84,77,
19,33,33,Other institution,M,75-84,2,
19,33,33,Other institution,F,75-84,3,
19,34,34,Care Home,M,75-84,23,
19,34,34,Care Home,F,75-84,34,
19,34,34,Home / Non-institution,F,75-84,35,
19,34,34,Home / Non-institution,M,75-84,39,
19,34,34,Hospital,M,75-84,81,
19,34,34,Hospital,F,75-84,82,
19,34,34,Other institution,F,75-84,1,
19,34,34,Other institution,M,75-84,1,
19,35,35,Care Home,M,75-84,27,
19,35,35,Care Home,F,75-84,34,
19,35,35,Home / Non-institution,M,75-84,29,
19,35,35,Home / Non-institution,F,75-84,34,
19,35,35,Hospital,F,75-84,76,
19,35,35,Hospital,M,75-84,84,
19,35,35,Other institution,F,75-84,1,
19,35,35,Other institution,M,75-84,1,
19,36,36,Care Home,M,75-84,34,
19,36,36,Care Home,F,75-84,41,
19,36,36,Home / Non-institution,F,75-84,35,
19,36,36,Home / Non-institution,M,75-84,37,
19,36,36,Hospital,F,75-84,63,
19,36,36,Hospital,M,75-84,91,
19,36,36,Other institution,M,75-84,1,
19,37,37,Care Home,M,75-84,32,
19,37,37,Care Home,F,75-84,42,
19,37,37,Home / Non-institution,F,75-84,36,
19,37,37,Home / Non-institution,M,75-84,48,
19,37,37,Hospital,F,75-84,75,
19,37,37,Hospital,M,75-84,92,
19,38,38,Care Home,M,75-84,33,
19,38,38,Care Home,F,75-84,39,
19,38,38,Home / Non-institution,F,75-84,30,
19,38,38,Home / Non-institution,M,75-84,50,
19,38,38,Hospital,M,75-84,75,
19,38,38,Hospital,F,75-84,86,
19,38,38,Other institution,M,75-84,1,
19,39,39,Care Home,M,75-84,30,
19,39,39,Care Home,F,75-84,46,
19,39,39,Home / Non-institution,F,75-84,38,
19,39,39,Home / Non-institution,M,75-84,45,
19,39,39,Hospital,F,75-84,70,
19,39,39,Hospital,M,75-84,100,
19,39,39,Other institution,F,75-84,2,
19,40,40,Care Home,M,75-84,38,
19,40,40,Care Home,F,75-84,42,
19,40,40,Home / Non-institution,M,75-84,46,
19,40,40,Home / Non-institution,F,75-84,52,
19,40,40,Hospital,F,75-84,76,
19,40,40,Hospital,M,75-84,77,
19,41,41,Care Home,M,75-84,24,
19,41,41,Care Home,F,75-84,42,
19,41,41,Home / Non-institution,F,75-84,34,
19,41,41,Home / Non-institution,M,75-84,52,
19,41,41,Hospital,F,75-84,90,
19,41,41,Hospital,M,75-84,104,
19,41,41,Other institution,F,75-84,1,
19,42,42,Care Home,F,75-84,30,
19,42,42,Care Home,M,75-84,30,
19,42,42,Home / Non-institution,F,75-84,32,
19,42,42,Home / Non-institution,M,75-84,44,
19,42,42,Hospital,F,75-84,79,
19,42,42,Hospital,M,75-84,106,
19,43,43,Care Home,M,75-84,29,
19,43,43,Care Home,F,75-84,47,
19,43,43,Home / Non-institution,F,75-84,30,
19,43,43,Home / Non-institution,M,75-84,44,
19,43,43,Hospital,F,75-84,90,
19,43,43,Hospital,M,75-84,100,
19,44,44,Care Home,M,75-84,33,
19,44,44,Care Home,F,75-84,40,
19,44,44,Home / Non-institution,F,75-84,40,
19,44,44,Home / Non-institution,M,75-84,57,
19,44,44,Hospital,F,75-84,79,
19,44,44,Hospital,M,75-84,94,
19,44,44,Other institution,F,75-84,1,
19,45,45,Care Home,M,75-84,32,
19,45,45,Care Home,F,75-84,54,
19,45,45,Home / Non-institution,M,75-84,43,
19,45,45,Home / Non-institution,F,75-84,45,
19,45,45,Hospital,F,75-84,87,
19,45,45,Hospital,M,75-84,105,
19,45,45,Other institution,M,75-84,1,
19,46,46,Care Home,M,75-84,32,
19,46,46,Care Home,F,75-84,35,
19,46,46,Home / Non-institution,F,75-84,36,
19,46,46,Home / Non-institution,M,75-84,43,
19,46,46,Hospital,M,75-84,87,
19,46,46,Hospital,F,75-84,94,
19,46,46,Other institution,F,75-84,1,
19,46,46,Other institution,M,75-84,1,
19,47,47,Care Home,M,75-84,23,
19,47,47,Care Home,F,75-84,41,
19,47,47,Home / Non-institution,F,75-84,52,
19,47,47,Home / Non-institution,M,75-84,53,
19,47,47,Hospital,F,75-84,87,
19,47,47,Hospital,M,75-84,106,
19,47,47,Other institution,F,75-84,1,
19,48,48,Care Home,M,75-84,26,
19,48,48,Care Home,F,75-84,46,
19,48,48,Home / Non-institution,F,75-84,29,
19,48,48,Home / Non-institution,M,75-84,50,
19,48,48,Hospital,M,75-84,74,
19,48,48,Hospital,F,75-84,87,
19,48,48,Other institution,F,75-84,2,
19,49,49,Care Home,M,75-84,30,
19,49,49,Care Home,F,75-84,41,
19,49,49,Home / Non-institution,F,75-84,32,
19,49,49,Home / Non-institution,M,75-84,50,
19,49,49,Hospital,F,75-84,91,
19,49,49,Hospital,M,75-84,107,
19,49,49,Other institution,F,75-84,1,
19,49,49,Other institution,M,75-84,2,
19,50,50,Care Home,M,75-84,38,
19,50,50,Care Home,F,75-84,47,
19,50,50,Home / Non-institution,F,75-84,38,
19,50,50,Home / Non-institution,M,75-84,55,
19,50,50,Hospital,M,75-84,92,
19,50,50,Hospital,F,75-84,112,
19,51,51,Care Home,M,75-84,29,
19,51,51,Care Home,F,75-84,38,
19,51,51,Home / Non-institution,F,75-84,48,
19,51,51,Home / Non-institution,M,75-84,52,
19,51,51,Hospital,F,75-84,107,
19,51,51,Hospital,M,75-84,111,
19,51,51,Other institution,F,75-84,1,
19,51,51,Other institution,M,75-84,1,
19,52,52,Care Home,M,75-84,18,
19,52,52,Care Home,F,75-84,40,
19,52,52,Home / Non-institution,F,75-84,28,
19,52,52,Home / Non-institution,M,75-84,36,
19,52,52,Hospital,M,75-84,89,
19,52,52,Hospital,F,75-84,92,
19,52,52,Other institution,F,75-84,1,
19,1,1,Care Home,M,85+,34,
19,1,1,Care Home,F,85+,112,
19,1,1,Home / Non-institution,M,85+,23,
19,1,1,Home / Non-institution,F,85+,34,
19,1,1,Hospital,M,85+,65,
19,1,1,Hospital,F,85+,90,
19,1,1,Other institution,F,85+,3,
19,2,2,Care Home,M,85+,62,
19,2,2,Care Home,F,85+,143,
19,2,2,Home / Non-institution,M,85+,30,
19,2,2,Home / Non-institution,F,85+,43,
19,2,2,Hospital,M,85+,84,
19,2,2,Hospital,F,85+,133,
19,2,2,Other institution,F,85+,1,
19,2,2,Other institution,M,85+,3,
19,3,3,Care Home,M,85+,48,
19,3,3,Care Home,F,85+,145,
19,3,3,Home / Non-institution,M,85+,32,
19,3,3,Home / Non-institution,F,85+,46,
19,3,3,Hospital,M,85+,80,
19,3,3,Hospital,F,85+,116,
19,3,3,Other institution,F,85+,1,
19,3,3,Other institution,M,85+,2,
19,4,4,Care Home,M,85+,49,
19,4,4,Care Home,F,85+,87,
19,4,4,Home / Non-institution,M,85+,33,
19,4,4,Home / Non-institution,F,85+,35,
19,4,4,Hospital,M,85+,83,
19,4,4,Hospital,F,85+,93,
19,5,5,Care Home,M,85+,43,
19,5,5,Care Home,F,85+,103,
19,5,5,Home / Non-institution,M,85+,32,
19,5,5,Home / Non-institution,F,85+,34,
19,5,5,Hospital,M,85+,80,
19,5,5,Hospital,F,85+,113,
19,5,5,Other institution,M,85+,1,
19,5,5,Other institution,F,85+,2,
19,6,6,Care Home,M,85+,45,
19,6,6,Care Home,F,85+,106,
19,6,6,Home / Non-institution,M,85+,28,
19,6,6,Home / Non-institution,F,85+,45,
19,6,6,Hospital,M,85+,68,
19,6,6,Hospital,F,85+,100,
19,6,6,Other institution,F,85+,3,
19,7,7,Care Home,M,85+,40,
19,7,7,Care Home,F,85+,116,
19,7,7,Home / Non-institution,M,85+,32,
19,7,7,Home / Non-institution,F,85+,46,
19,7,7,Hospital,M,85+,60,
19,7,7,Hospital,F,85+,99,
19,7,7,Other institution,M,85+,1,
19,7,7,Other institution,F,85+,2,
19,8,8,Care Home,M,85+,48,
19,8,8,Care Home,F,85+,124,
19,8,8,Home / Non-institution,F,85+,27,
19,8,8,Home / Non-institution,M,85+,27,
19,8,8,Hospital,M,85+,80,
19,8,8,Hospital,F,85+,112,
19,8,8,Other institution,F,85+,3,
19,9,9,Care Home,M,85+,45,
19,9,9,Care Home,F,85+,112,
19,9,9,Home / Non-institution,M,85+,18,
19,9,9,Home / Non-institution,F,85+,38,
19,9,9,Hospital,M,85+,78,
19,9,9,Hospital,F,85+,108,
19,9,9,Other institution,F,85+,1,
19,9,9,Other institution,M,85+,1,
19,10,10,Care Home,M,85+,34,
19,10,10,Care Home,F,85+,102,
19,10,10,Home / Non-institution,F,85+,36,
19,10,10,Home / Non-institution,M,85+,42,
19,10,10,Hospital,M,85+,69,
19,10,10,Hospital,F,85+,93,
19,10,10,Other institution,F,85+,1,
19,11,11,Care Home,M,85+,58,
19,11,11,Care Home,F,85+,95,
19,11,11,Home / Non-institution,M,85+,23,
19,11,11,Home / Non-institution,F,85+,31,
19,11,11,Hospital,M,85+,71,
19,11,11,Hospital,F,85+,87,
19,11,11,Other institution,F,85+,1,
19,11,11,Other institution,M,85+,1,
19,12,12,Care Home,M,85+,48,
19,12,12,Care Home,F,85+,111,
19,12,12,Home / Non-institution,M,85+,24,
19,12,12,Home / Non-institution,F,85+,44,
19,12,12,Hospital,M,85+,51,
19,12,12,Hospital,F,85+,109,
19,12,12,Other institution,M,85+,1,
19,12,12,Other institution,F,85+,3,
19,13,13,Care Home,M,85+,44,
19,13,13,Care Home,F,85+,108,
19,13,13,Home / Non-institution,F,85+,31,
19,13,13,Home / Non-institution,M,85+,34,
19,13,13,Hospital,F,85+,71,
19,13,13,Hospital,M,85+,71,
19,13,13,Other institution,F,85+,1,
19,14,14,Care Home,M,85+,35,
19,14,14,Care Home,F,85+,98,
19,14,14,Home / Non-institution,M,85+,20,
19,14,14,Home / Non-institution,F,85+,33,
19,14,14,Hospital,M,85+,61,
19,14,14,Hospital,F,85+,73,
19,14,14,Other institution,M,85+,2,
19,15,15,Care Home,M,85+,55,
19,15,15,Care Home,F,85+,85,
19,15,15,Home / Non-institution,M,85+,21,
19,15,15,Home / Non-institution,F,85+,35,
19,15,15,Hospital,M,85+,62,
19,15,15,Hospital,F,85+,98,
19,15,15,Other institution,M,85+,2,
19,15,15,Other institution,F,85+,3,
19,16,16,Care Home,M,85+,35,
19,16,16,Care Home,F,85+,81,
19,16,16,Home / Non-institution,M,85+,19,
19,16,16,Home / Non-institution,F,85+,37,
19,16,16,Hospital,M,85+,50,
19,16,16,Hospital,F,85+,79,
19,16,16,Other institution,F,85+,1,
19,16,16,Other institution,M,85+,2,
19,17,17,Care Home,M,85+,41,
19,17,17,Care Home,F,85+,90,
19,17,17,Home / Non-institution,M,85+,29,
19,17,17,Home / Non-institution,F,85+,37,
19,17,17,Hospital,M,85+,69,
19,17,17,Hospital,F,85+,92,
19,17,17,Other institution,F,85+,2,
19,17,17,Other institution,M,85+,2,
19,18,18,Care Home,M,85+,44,
19,18,18,Care Home,F,85+,95,
19,18,18,Home / Non-institution,M,85+,34,
19,18,18,Home / Non-institution,F,85+,42,
19,18,18,Hospital,M,85+,62,
19,18,18,Hospital,F,85+,92,
19,18,18,Other institution,F,85+,1,
19,19,19,Care Home,M,85+,36,
19,19,19,Care Home,F,85+,100,
19,19,19,Home / Non-institution,M,85+,25,
19,19,19,Home / Non-institution,F,85+,35,
19,19,19,Hospital,M,85+,70,
19,19,19,Hospital,F,85+,99,
19,20,20,Care Home,M,85+,37,
19,20,20,Care Home,F,85+,102,
19,20,20,Home / Non-institution,M,85+,30,
19,20,20,Home / Non-institution,F,85+,35,
19,20,20,Hospital,M,85+,75,
19,20,20,Hospital,F,85+,93,
19,20,20,Other institution,M,85+,1,
19,21,21,Care Home,M,85+,41,
19,21,21,Care Home,F,85+,101,
19,21,21,Home / Non-institution,M,85+,31,
19,21,21,Home / Non-institution,F,85+,37,
19,21,21,Hospital,M,85+,59,
19,21,21,Hospital,F,85+,83,
19,21,21,Other institution,F,85+,1,
19,22,22,Care Home,M,85+,43,
19,22,22,Care Home,F,85+,101,
19,22,22,Home / Non-institution,M,85+,25,
19,22,22,Home / Non-institution,F,85+,31,
19,22,22,Hospital,M,85+,58,
19,22,22,Hospital,F,85+,89,
19,22,22,Other institution,F,85+,2,
19,23,23,Care Home,M,85+,46,
19,23,23,Care Home,F,85+,75,
19,23,23,Home / Non-institution,M,85+,23,
19,23,23,Home / Non-institution,F,85+,42,
19,23,23,Hospital,M,85+,59,
19,23,23,Hospital,F,85+,74,
19,23,23,Other institution,F,85+,2,
19,24,24,Care Home,M,85+,45,
19,24,24,Care Home,F,85+,108,
19,24,24,Home / Non-institution,M,85+,21,
19,24,24,Home / Non-institution,F,85+,22,
19,24,24,Hospital,F,85+,56,
19,24,24,Hospital,M,85+,62,
19,25,25,Care Home,M,85+,32,
19,25,25,Care Home,F,85+,103,
19,25,25,Home / Non-institution,M,85+,23,
19,25,25,Home / Non-institution,F,85+,34,
19,25,25,Hospital,M,85+,67,
19,25,25,Hospital,F,85+,89,
19,25,25,Other institution,F,85+,1,
19,26,26,Care Home,M,85+,31,
19,26,26,Care Home,F,85+,93,
19,26,26,Home / Non-institution,M,85+,29,
19,26,26,Home / Non-institution,F,85+,32,
19,26,26,Hospital,M,85+,50,
19,26,26,Hospital,F,85+,82,
19,26,26,Other institution,F,85+,1,
19,26,26,Other institution,M,85+,1,
19,27,27,Care Home,M,85+,36,
19,27,27,Care Home,F,85+,77,
19,27,27,Home / Non-institution,M,85+,27,
19,27,27,Home / Non-institution,F,85+,32,
19,27,27,Hospital,M,85+,61,
19,27,27,Hospital,F,85+,71,
19,27,27,Other institution,F,85+,1,
19,28,28,Care Home,M,85+,29,
19,28,28,Care Home,F,85+,111,
19,28,28,Home / Non-institution,M,85+,30,
19,28,28,Home / Non-institution,F,85+,33,
19,28,28,Hospital,M,85+,63,
19,28,28,Hospital,F,85+,81,
19,28,28,Other institution,M,85+,1,
19,28,28,Other institution,F,85+,2,
19,29,29,Care Home,M,85+,46,
19,29,29,Care Home,F,85+,91,
19,29,29,Home / Non-institution,M,85+,22,
19,29,29,Home / Non-institution,F,85+,38,
19,29,29,Hospital,M,85+,42,
19,29,29,Hospital,F,85+,75,
19,29,29,Other institution,M,85+,1,
19,29,29,Other institution,F,85+,3,
19,30,30,Care Home,M,85+,47,
19,30,30,Care Home,F,85+,85,
19,30,30,Home / Non-institution,M,85+,25,
19,30,30,Home / Non-institution,F,85+,40,
19,30,30,Hospital,F,85+,63,
19,30,30,Hospital,M,85+,65,
19,30,30,Other institution,F,85+,1,
19,30,30,Other institution,M,85+,1,
19,31,31,Care Home,M,85+,40,
19,31,31,Care Home,F,85+,80,
19,31,31,Home / Non-institution,M,85+,19,
19,31,31,Home / Non-institution,F,85+,31,
19,31,31,Hospital,M,85+,65,
19,31,31,Hospital,F,85+,80,
19,31,31,Other institution,F,85+,1,
19,32,32,Care Home,M,85+,36,
19,32,32,Care Home,F,85+,84,
19,32,32,Home / Non-institution,M,85+,20,
19,32,32,Home / Non-institution,F,85+,41,
19,32,32,Hospital,M,85+,59,
19,32,32,Hospital,F,85+,74,
19,32,32,Other institution,M,85+,1,
19,33,33,Care Home,M,85+,38,
19,33,33,Care Home,F,85+,82,
19,33,33,Home / Non-institution,M,85+,18,
19,33,33,Home / Non-institution,F,85+,34,
19,33,33,Hospital,M,85+,53,
19,33,33,Hospital,F,85+,92,
19,33,33,Other institution,F,85+,2,
19,34,34,Care Home,M,85+,30,
19,34,34,Care Home,F,85+,79,
19,34,34,Home / Non-institution,M,85+,30,
19,34,34,Home / Non-institution,F,85+,45,
19,34,34,Hospital,M,85+,53,
19,34,34,Hospital,F,85+,66,
19,34,34,Other institution,F,85+,1,
19,34,34,Other institution,M,85+,2,
19,35,35,Care Home,M,85+,38,
19,35,35,Care Home,F,85+,90,
19,35,35,Home / Non-institution,M,85+,23,
19,35,35,Home / Non-institution,F,85+,34,
19,35,35,Hospital,M,85+,69,
19,35,35,Hospital,F,85+,100,
19,35,35,Other institution,F,85+,1,
19,35,35,Other institution,M,85+,2,
19,36,36,Care Home,M,85+,49,
19,36,36,Care Home,F,85+,79,
19,36,36,Home / Non-institution,M,85+,25,
19,36,36,Home / Non-institution,F,85+,41,
19,36,36,Hospital,M,85+,56,
19,36,36,Hospital,F,85+,71,
19,36,36,Other institution,M,85+,1,
19,37,37,Care Home,M,85+,50,
19,37,37,Care Home,F,85+,86,
19,37,37,Home / Non-institution,M,85+,27,
19,37,37,Home / Non-institution,F,85+,42,
19,37,37,Hospital,M,85+,67,
19,37,37,Hospital,F,85+,79,
19,37,37,Other institution,F,85+,1,
19,38,38,Care Home,M,85+,36,
19,38,38,Care Home,F,85+,101,
19,38,38,Home / Non-institution,M,85+,26,
19,38,38,Home / Non-institution,F,85+,34,
19,38,38,Hospital,F,85+,78,
19,38,38,Hospital,M,85+,83,
19,38,38,Other institution,F,85+,1,
19,38,38,Other institution,M,85+,1,
19,39,39,Care Home,M,85+,51,
19,39,39,Care Home,F,85+,112,
19,39,39,Home / Non-institution,M,85+,21,
19,39,39,Home / Non-institution,F,85+,39,
19,39,39,Hospital,M,85+,66,
19,39,39,Hospital,F,85+,119,
19,39,39,Other institution,M,85+,1,
19,39,39,Other institution,F,85+,2,
19,40,40,Care Home,M,85+,34,
19,40,40,Care Home,F,85+,104,
19,40,40,Home / Non-institution,M,85+,18,
19,40,40,Home / Non-institution,F,85+,29,
19,40,40,Hospital,M,85+,82,
19,40,40,Hospital,F,85+,84,
19,40,40,Other institution,M,85+,1,
19,41,41,Care Home,M,85+,52,
19,41,41,Care Home,F,85+,102,
19,41,41,Home / Non-institution,M,85+,24,
19,41,41,Home / Non-institution,F,85+,38,
19,41,41,Hospital,M,85+,62,
19,41,41,Hospital,F,85+,104,
19,41,41,Other institution,F,85+,1,
19,41,41,Other institution,M,85+,1,
19,42,42,Care Home,M,85+,41,
19,42,42,Care Home,F,85+,122,
19,42,42,Home / Non-institution,M,85+,32,
19,42,42,Home / Non-institution,F,85+,37,
19,42,42,Hospital,F,85+,96,
19,42,42,Hospital,M,85+,97,
19,42,42,Other institution,F,85+,2,
19,43,43,Care Home,M,85+,34,
19,43,43,Care Home,F,85+,90,
19,43,43,Home / Non-institution,M,85+,27,
19,43,43,Home / Non-institution,F,85+,29,
19,43,43,Hospital,M,85+,59,
19,43,43,Hospital,F,85+,100,
19,43,43,Other institution,M,85+,2,
19,43,43,Other institution,F,85+,3,
19,44,44,Care Home,M,85+,42,
19,44,44,Care Home,F,85+,83,
19,44,44,Home / Non-institution,M,85+,18,
19,44,44,Home / Non-institution,F,85+,36,
19,44,44,Hospital,M,85+,83,
19,44,44,Hospital,F,85+,95,
19,44,44,Other institution,F,85+,4,
19,45,45,Care Home,M,85+,48,
19,45,45,Care Home,F,85+,131,
19,45,45,Home / Non-institution,M,85+,30,
19,45,45,Home / Non-institution,F,85+,44,
19,45,45,Hospital,M,85+,63,
19,45,45,Hospital,F,85+,108,
19,45,45,Other institution,M,85+,1,
19,46,46,Care Home,M,85+,44,
19,46,46,Care Home,F,85+,98,
19,46,46,Home / Non-institution,M,85+,34,
19,46,46,Home / Non-institution,F,85+,49,
19,46,46,Hospital,M,85+,75,
19,46,46,Hospital,F,85+,104,
19,46,46,Other institution,F,85+,2,
19,46,46,Other institution,M,85+,2,
19,47,47,Care Home,M,85+,53,
19,47,47,Care Home,F,85+,118,
19,47,47,Home / Non-institution,M,85+,35,
19,47,47,Home / Non-institution,F,85+,40,
19,47,47,Hospital,M,85+,99,
19,47,47,Hospital,F,85+,109,
19,47,47,Other institution,F,85+,4,
19,48,48,Care Home,M,85+,43,
19,48,48,Care Home,F,85+,120,
19,48,48,Home / Non-institution,M,85+,34,
19,48,48,Home / Non-institution,F,85+,55,
19,48,48,Hospital,M,85+,84,
19,48,48,Hospital,F,85+,89,
19,48,48,Other institution,F,85+,1,
19,49,49,Care Home,M,85+,37,
19,49,49,Care Home,F,85+,105,
19,49,49,Home / Non-institution,M,85+,33,
19,49,49,Home / Non-institution,F,85+,44,
19,49,49,Hospital,M,85+,63,
19,49,49,Hospital,F,85+,101,
19,49,49,Other institution,M,85+,1,
19,49,49,Other institution,F,85+,2,
19,50,50,Care Home,M,85+,54,
19,50,50,Care Home,F,85+,139,
19,50,50,Home / Non-institution,M,85+,33,
19,50,50,Home / Non-institution,F,85+,50,
19,50,50,Hospital,M,85+,75,
19,50,50,Hospital,F,85+,109,
19,50,50,Other institution,F,85+,3,
19,51,51,Care Home,M,85+,46,
19,51,51,Care Home,F,85+,119,
19,51,51,Home / Non-institution,M,85+,32,
19,51,51,Home / Non-institution,F,85+,33,
19,51,51,Hospital,M,85+,88,
19,51,51,Hospital,F,85+,118,
19,51,51,Other institution,M,85+,1,
19,51,51,Other institution,F,85+,2,
19,52,52,Care Home,M,85+,41,
19,52,52,Care Home,F,85+,102,
19,52,52,Home / Non-institution,F,85+,30,
19,52,52,Home / Non-institution,M,85+,31,
19,52,52,Hospital,M,85+,72,
19,52,52,Hospital,F,85+,82,
20,1,53,Care Home,F,15-44,3,Non-COVID-19
20,1,53,Care Home,M,45-64,8,Non-COVID-19
20,1,53,Care Home,F,45-64,10,Non-COVID-19
20,1,53,Care Home,M,65-74,12,Non-COVID-19
20,1,53,Care Home,F,65-74,18,Non-COVID-19
20,1,53,Care Home,M,75-84,34,Non-COVID-19
20,1,53,Care Home,F,75-84,52,Non-COVID-19
20,1,53,Care Home,M,85+,47,Non-COVID-19
20,1,53,Care Home,F,85+,122,Non-COVID-19
20,1,53,Home / Non-institution,F,15-44,4,Non-COVID-19
20,1,53,Home / Non-institution,M,15-44,8,Non-COVID-19
20,1,53,Home / Non-institution,F,45-64,17,Non-COVID-19
20,1,53,Home / Non-institution,M,45-64,44,Non-COVID-19
20,1,53,Home / Non-institution,F,65-74,23,Non-COVID-19
20,1,53,Home / Non-institution,M,65-74,41,Non-COVID-19
20,1,53,Home / Non-institution,F,75-84,41,Non-COVID-19
20,1,53,Home / Non-institution,M,75-84,55,Non-COVID-19
20,1,53,Home / Non-institution,M,85+,34,Non-COVID-19
20,1,53,Home / Non-institution,F,85+,37,Non-COVID-19
20,1,53,Hospital,F,0,1,Non-COVID-19
20,1,53,Hospital,M,0,2,Non-COVID-19
20,1,53,Hospital,F,1-14,1,Non-COVID-19
20,1,53,Hospital,F,15-44,4,Non-COVID-19
20,1,53,Hospital,M,15-44,5,Non-COVID-19
20,1,53,Hospital,F,45-64,34,Non-COVID-19
20,1,53,Hospital,M,45-64,40,Non-COVID-19
20,1,53,Hospital,F,65-74,40,Non-COVID-19
20,1,53,Hospital,M,65-74,63,Non-COVID-19
20,1,53,Hospital,M,75-84,88,Non-COVID-19
20,1,53,Hospital,F,75-84,100,Non-COVID-19
20,1,53,Hospital,M,85+,64,Non-COVID-19
20,1,53,Hospital,F,85+,107,Non-COVID-19
20,1,53,Other institution,F,75-84,2,Non-COVID-19
20,2,54,Care Home,M,15-44,1,Non-COVID-19
20,2,54,Care Home,F,45-64,6,Non-COVID-19
20,2,54,Care Home,M,45-64,8,Non-COVID-19
20,2,54,Care Home,F,65-74,17,Non-COVID-19
20,2,54,Care Home,M,65-74,19,Non-COVID-19
20,2,54,Care Home,M,75-84,36,Non-COVID-19
20,2,54,Care Home,F,75-84,52,Non-COVID-19
20,2,54,Care Home,M,85+,65,Non-COVID-19
20,2,54,Care Home,F,85+,152,Non-COVID-19
20,2,54,Home / Non-institution,F,15-44,8,Non-COVID-19
20,2,54,Home / Non-institution,M,15-44,29,Non-COVID-19
20,2,54,Home / Non-institution,F,45-64,39,Non-COVID-19
20,2,54,Home / Non-institution,M,45-64,60,Non-COVID-19
20,2,54,Home / Non-institution,F,65-74,40,Non-COVID-19
20,2,54,Home / Non-institution,M,65-74,56,Non-COVID-19
20,2,54,Home / Non-institution,F,75-84,44,Non-COVID-19
20,2,54,Home / Non-institution,M,75-84,51,Non-COVID-19
20,2,54,Home / Non-institution,M,85+,35,Non-COVID-19
20,2,54,Home / Non-institution,F,85+,46,Non-COVID-19
20,2,54,Hospital,F,1-14,1,Non-COVID-19
20,2,54,Hospital,M,1-14,2,Non-COVID-19
20,2,54,Hospital,F,15-44,9,Non-COVID-19
20,2,54,Hospital,M,15-44,12,Non-COVID-19
20,2,54,Hospital,F,45-64,49,Non-COVID-19
20,2,54,Hospital,M,45-64,52,Non-COVID-19
20,2,54,Hospital,F,65-74,69,Non-COVID-19
20,2,54,Hospital,M,65-74,85,Non-COVID-19
20,2,54,Hospital,F,75-84,121,Non-COVID-19
20,2,54,Hospital,M,75-84,121,Non-COVID-19
20,2,54,Hospital,M,85+,117,Non-COVID-19
20,2,54,Hospital,F,85+,156,Non-COVID-19
20,2,54,Other institution,F,45-64,1,Non-COVID-19
20,2,54,Other institution,F,65-74,1,Non-COVID-19
20,2,54,Other institution,M,65-74,1,Non-COVID-19
20,2,54,Other institution,F,75-84,3,Non-COVID-19
20,2,54,Other institution,F,85+,3,Non-COVID-19
20,3,55,Care Home,F,15-44,1,Non-COVID-19
20,3,55,Care Home,M,15-44,1,Non-COVID-19
20,3,55,Care Home,M,45-64,10,Non-COVID-19
20,3,55,Care Home,F,45-64,13,Non-COVID-19
20,3,55,Care Home,F,65-74,14,Non-COVID-19
20,3,55,Care Home,M,65-74,20,Non-COVID-19
20,3,55,Care Home,M,75-84,34,Non-COVID-19
20,3,55,Care Home,F,75-84,53,Non-COVID-19
20,3,55,Care Home,M,85+,55,Non-COVID-19
20,3,55,Care Home,F,85+,119,Non-COVID-19
20,3,55,Home / Non-institution,F,15-44,4,Non-COVID-19
20,3,55,Home / Non-institution,M,15-44,18,Non-COVID-19
20,3,55,Home / Non-institution,F,45-64,36,Non-COVID-19
20,3,55,Home / Non-institution,M,45-64,55,Non-COVID-19
20,3,55,Home / Non-institution,F,65-74,34,Non-COVID-19
20,3,55,Home / Non-institution,M,65-74,54,Non-COVID-19
20,3,55,Home / Non-institution,F,75-84,35,Non-COVID-19
20,3,55,Home / Non-institution,M,75-84,54,Non-COVID-19
