Year,Week,Location,Sex,Age,Deaths
16,4,Other institution,F,45-64,1
16,5,Care Home,M,45-64,11
16,5,Care Home,F,45-64,15
16,5,Home / Non-institution,F,45-64,22
16,5,Home / Non-institution,M,45-64,52
16,5,Hospital,F,45-64,51
16,5,Hospital,M,45-64,55
16,5,Other institution,F,45-64,1
16,6,Care Home,M,45-64,6
16,6,Care Home,F,45-64,10
16,6,Home / Non-institution,F,45-64,20
16,6,Home / Non-institution,M,45-64,40
16,6,Hospital,F,45-64,38
16,6,Hospital,M,45-64,38
16,6,Other institution,M,45-64,1
16,7,Care Home,M,45-64,6
16,7,Care Home,F,45-64,7
16,7,Home / Non-institution,F,45-64,26
16,7,Home / Non-institution,M,45-64,50
16,7,Hospital,M,45-64,30
16,7,Hospital,F,45-64,32
16,8,Care Home,F,45-64,6
16,8,Care Home,M,45-64,11
16,8,Home / Non-institution,F,45-64,26
16,8,Home / Non-institution,M,45-64,51
16,8,Hospital,F,45-64,44
16,8,Hospital,M,45-64,60
16,9,Care Home,F,45-64,9
16,9,Care Home,M,45-64,14
16,9,Home / Non-institution,M,45-64,29
16,9,Home / Non-institution,F,45-64,31
16,9,Hospital,F,45-64,45
16,9,Hospital,M,45-64,50
16,10,Care Home,F,45-64,11
16,10,Care Home,M,45-64,12
16,10,Home / Non-institution,F,45-64,23
16,10,Home / Non-institution,M,45-64,43
16,10,Hospital,F,45-64,26
16,10,Hospital,M,45-64,50
16,11,Care Home,F,45-64,3
16,11,Care Home,M,45-64,7
16,11,Home / Non-institution,F,45-64,30
16,11,Home / Non-institution,M,45-64,53
16,11,Hospital,F,45-64,40
16,11,Hospital,M,45-64,42
16,11,Other institution,M,45-64,1
16,12,Care Home,F,45-64,6
16,12,Care Home,M,45-64,6
16,12,Home / Non-institution,F,45-64,28
16,12,Home / Non-institution,M,45-64,45
16,12,Hospital,F,45-64,28
16,12,Hospital,M,45-64,35
16,12,Other institution,F,45-64,1
16,12,Other institution,M,45-64,1
16,13,Care Home,M,45-64,5
16,13,Care Home,F,45-64,6
16,13,Home / Non-institution,F,45-64,23
16,13,Home / Non-institution,M,45-64,54
16,13,Hospital,F,45-64,44
16,13,Hospital,M,45-64,49
16,13,Other institution,M,45-64,1
16,14,Care Home,F,45-64,5
16,14,Care Home,M,45-64,5
16,14,Home / Non-institution,F,45-64,25
16,14,Home / Non-institution,M,45-64,40
16,14,Hospital,F,45-64,38
16,14,Hospital,M,45-64,50
16,15,Care Home,F,45-64,10
16,15,Care Home,M,45-64,14
16,15,Home / Non-institution,F,45-64,35
16,15,Home / Non-institution,M,45-64,46
16,15,Hospital,F,45-64,33
16,15,Hospital,M,45-64,43
16,16,Care Home,M,45-64,8
16,16,Care Home,F,45-64,14
16,16,Home / Non-institution,F,45-64,23
16,16,Home / Non-institution,M,45-64,48
16,16,Hospital,F,45-64,33
16,16,Hospital,M,45-64,45
16,16,Other institution,M,45-64,1
16,17,Care Home,M,45-64,5
16,17,Care Home,F,45-64,11
16,17,Home / Non-institution,F,45-64,24
16,17,Home / Non-institution,M,45-64,48
16,17,Hospital,F,45-64,25
16,17,Hospital,M,45-64,40
16,17,Other institution,F,45-64,1
16,18,Care Home,M,45-64,11
16,18,Care Home,F,45-64,12
16,18,Home / Non-institution,F,45-64,28
16,18,Home / Non-institution,M,45-64,48
16,18,Hospital,M,45-64,30
16,18,Hospital,F,45-64,39
16,18,Other institution,F,45-64,3
16,19,Care Home,M,45-64,7
16,19,Care Home,F,45-64,9
16,19,Home / Non-institution,F,45-64,20
16,19,Home / Non-institution,M,45-64,42
16,19,Hospital,F,45-64,27
16,19,Hospital,M,45-64,37
16,19,Other institution,M,45-64,1
16,20,Care Home,M,45-64,3
16,20,Care Home,F,45-64,10
16,20,Home / Non-institution,F,45-64,35
16,20,Home / Non-institution,M,45-64,40
16,20,Hospital,F,45-64,27
16,20,Hospital,M,45-64,44
16,20,Other institution,F,45-64,1
16,21,Care Home,M,45-64,4
16,21,Care Home,F,45-64,6
16,21,Home / Non-institution,F,45-64,27
16,21,Home / Non-institution,M,45-64,38
16,21,Hospital,F,45-64,19
16,21,Hospital,M,45-64,42
16,22,Care Home,F,45-64,7
16,22,Care Home,M,45-64,7
16,22,Home / Non-institution,F,45-64,18
16,22,Home / Non-institution,M,45-64,46
16,22,Hospital,F,45-64,33
16,22,Hospital,M,45-64,33
16,22,Other institution,F,45-64,1
16,22,Other institution,M,45-64,2
16,23,Care Home,F,45-64,7
16,23,Care Home,M,45-64,7
16,23,Home / Non-institution,F,45-64,15
16,23,Home / Non-institution,M,45-64,54
16,23,Hospital,F,45-64,25
16,23,Hospital,M,45-64,35
16,23,Other institution,M,45-64,3
16,24,Care Home,M,45-64,6
16,24,Care Home,F,45-64,12
16,24,Home / Non-institution,F,45-64,22
16,24,Home / Non-institution,M,45-64,32
16,24,Hospital,M,45-64,31
16,24,Hospital,F,45-64,34
16,24,Other institution,F,45-64,2
16,25,Care Home,M,45-64,6
16,25,Care Home,F,45-64,7
16,25,Home / Non-institution,F,45-64,19
16,25,Home / Non-institution,M,45-64,28
16,25,Hospital,F,45-64,31
16,25,Hospital,M,45-64,46
16,25,Other institution,M,45-64,1
16,26,Care Home,F,45-64,7
16,26,Care Home,M,45-64,7
16,26,Home / Non-institution,F,45-64,20
16,26,Home / Non-institution,M,45-64,40
16,26,Hospital,F,45-64,21
16,26,Hospital,M,45-64,39
16,26,Other institution,M,45-64,1
16,27,Care Home,M,45-64,8
16,27,Care Home,F,45-64,10
16,27,Home / Non-institution,F,45-64,19
16,27,Home / Non-institution,M,45-64,42
16,27,Hospital,F,45-64,21
16,27,Hospital,M,45-64,38
16,28,Care Home,F,45-64,8
16,28,Care Home,M,45-64,13
16,28,Home / Non-institution,F,45-64,24
16,28,Home / Non-institution,M,45-64,47
16,28,Hospital,F,45-64,27
16,28,Hospital,M,45-64,49
16,29,Care Home,F,45-64,4
16,29,Care Home,M,45-64,14
16,29,Home / Non-institution,F,45-64,30
16,29,Home / Non-institution,M,45-64,38
16,29,Hospital,F,45-64,27
16,29,Hospital,M,45-64,47
16,29,Other institution,M,45-64,1
16,30,Care Home,F,45-64,3
16,30,Care Home,M,45-64,6
16,30,Home / Non-institution,F,45-64,17
16,30,Home / Non-institution,M,45-64,45
16,30,Hospital,F,45-64,23
16,30,Hospital,M,45-64,39
16,31,Care Home,M,45-64,7
16,31,Care Home,F,45-64,9
16,31,Home / Non-institution,F,45-64,20
16,31,Home / Non-institution,M,45-64,48
16,31,Hospital,F,45-64,25
16,31,Hospital,M,45-64,37
16,31,Other institution,F,45-64,1
16,32,Care Home,M,45-64,6
16,32,Care Home,F,45-64,9
16,32,Home / Non-institution,F,45-64,25
16,32,Home / Non-institution,M,45-64,41
16,32,Hospital,F,45-64,28
16,32,Hospital,M,45-64,48
16,32,Other institution,M,45-64,1
16,33,Care Home,F,45-64,8
16,33,Care Home,M,45-64,13
16,33,Home / Non-institution,F,45-64,23
16,33,Home / Non-institution,M,45-64,42
16,33,Hospital,F,45-64,21
16,33,Hospital,M,45-64,42
16,33,Other institution,F,45-64,1
16,34,Care Home,M,45-64,5
16,34,Care Home,F,45-64,7
16,34,Home / Non-institution,F,45-64,20
16,34,Home / Non-institution,M,45-64,40
16,34,Hospital,F,45-64,22
16,34,Hospital,M,45-64,43
16,35,Care Home,M,45-64,8
16,35,Care Home,F,45-64,10
16,35,Home / Non-institution,F,45-64,21
16,35,Home / Non-institution,M,45-64,55
16,35,Hospital,M,45-64,29
16,35,Hospital,F,45-64,31
16,35,Other institution,F,45-64,1
16,35,Other institution,M,45-64,1
16,36,Care Home,M,45-64,4
16,36,Care Home,F,45-64,5
16,36,Home / Non-institution,F,45-64,25
16,36,Home / Non-institution,M,45-64,41
16,36,Hospital,F,45-64,25
16,36,Hospital,M,45-64,31
16,37,Care Home,F,45-64,6
16,37,Care Home,M,45-64,6
16,37,Home / Non-institution,F,45-64,30
16,37,Home / Non-institution,M,45-64,33
16,37,Hospital,F,45-64,28
16,37,Hospital,M,45-64,33
16,38,Care Home,M,45-64,3
16,38,Care Home,F,45-64,7
16,38,Home / Non-institution,F,45-64,21
16,38,Home / Non-institution,M,45-64,40
16,38,Hospital,F,45-64,26
16,38,Hospital,M,45-64,46
16,38,Other institution,F,45-64,1
16,39,Care Home,M,45-64,9
16,39,Care Home,F,45-64,10
16,39,Home / Non-institution,F,45-64,23
16,39,Home / Non-institution,M,45-64,45
16,39,Hospital,F,45-64,29
16,39,Hospital,M,45-64,47
16,39,Other institution,M,45-64,1
16,40,Care Home,M,45-64,4
16,40,Care Home,F,45-64,6
16,40,Home / Non-institution,F,45-64,26
16,40,Home / Non-institution,M,45-64,49
16,40,Hospital,M,45-64,39
16,40,Hospital,F,45-64,41
16,41,Care Home,M,45-64,3
16,41,Care Home,F,45-64,4
16,41,Home / Non-institution,F,45-64,17
16,41,Home / Non-institution,M,45-64,39
16,41,Hospital,M,45-64,36
16,41,Hospital,F,45-64,37
16,42,Care Home,F,45-64,4
16,42,Care Home,M,45-64,7
16,42,Home / Non-institution,F,45-64,29
16,42,Home / Non-institution,M,45-64,38
16,42,Hospital,F,45-64,25
16,42,Hospital,M,45-64,42
16,43,Care Home,F,45-64,7
16,43,Care Home,M,45-64,9
16,43,Home / Non-institution,F,45-64,22
16,43,Home / Non-institution,M,45-64,50
16,43,Hospital,F,45-64,28
16,43,Hospital,M,45-64,46
16,43,Other institution,F,45-64,1
16,44,Care Home,M,45-64,4
16,44,Care Home,F,45-64,6
16,44,Home / Non-institution,F,45-64,17
16,44,Home / Non-institution,M,45-64,33
16,44,Hospital,F,45-64,30
16,44,Hospital,M,45-64,52
16,44,Other institution,F,45-64,1
16,45,Care Home,F,45-64,7
16,45,Care Home,M,45-64,10
16,45,Home / Non-institution,F,45-64,24
16,45,Home / Non-institution,M,45-64,43
16,45,Hospital,F,45-64,24
16,45,Hospital,M,45-64,38
16,45,Other institution,F,45-64,1
16,45,Other institution,M,45-64,2
16,46,Care Home,F,45-64,4
16,46,Care Home,M,45-64,6
16,46,Home / Non-institution,F,45-64,27
16,46,Home / Non-institution,M,45-64,41
16,46,Hospital,M,45-64,39
16,46,Hospital,F,45-64,48
16,47,Care Home,M,45-64,5
16,47,Care Home,F,45-64,10
16,47,Home / Non-institution,F,45-64,31
16,47,Home / Non-institution,M,45-64,44
16,47,Hospital,F,45-64,30
16,47,Hospital,M,45-64,33
16,47,Other institution,M,45-64,1
16,48,Care Home,F,45-64,4
16,48,Care Home,M,45-64,10
16,48,Home / Non-institution,F,45-64,29
16,48,Home / Non-institution,M,45-64,33
16,48,Hospital,M,45-64,40
16,48,Hospital,F,45-64,41
16,48,Other institution,F,45-64,1
16,49,Care Home,M,45-64,6
16,49,Care Home,F,45-64,9
16,49,Home / Non-institution,F,45-64,25
16,49,Home / Non-institution,M,45-64,39
16,49,Hospital,F,45-64,32
16,49,Hospital,M,45-64,54
16,49,Other institution,F,45-64,1
16,50,Care Home,F,45-64,4
16,50,Care Home,M,45-64,12
16,50,Home / Non-institution,F,45-64,22
16,50,Home / Non-institution,M,45-64,44
16,50,Hospital,M,45-64,38
16,50,Hospital,F,45-64,46
16,50,Other institution,F,45-64,1
16,51,Care Home,M,45-64,7
16,51,Care Home,F,45-64,9
16,51,Home / Non-institution,F,45-64,24
16,51,Home / Non-institution,M,45-64,54
16,51,Hospital,F,45-64,31
16,51,Hospital,M,45-64,58
16,51,Other institution,M,45-64,1
16,52,Care Home,M,45-64,9
16,52,Care Home,F,45-64,10
16,52,Home / Non-institution,F,45-64,18
16,52,Home / Non-institution,M,45-64,36
16,52,Hospital,F,45-64,29
16,52,Hospital,M,45-64,41
16,52,Other institution,F,45-64,1
17,1,Care Home,F,45-64,7
17,1,Care Home,M,45-64,9
17,1,Home / Non-institution,F,45-64,20
17,1,Home / Non-institution,M,45-64,36
17,1,Hospital,F,45-64,28
17,1,Hospital,M,45-64,37
17,1,Other institution,M,45-64,1
17,2,Care Home,F,45-64,2
17,2,Care Home,M,45-64,8
17,2,Home / Non-institution,F,45-64,33
17,2,Home / Non-institution,M,45-64,55
17,2,Hospital,F,45-64,46
17,2,Hospital,M,45-64,54
17,3,Care Home,M,45-64,4
17,3,Care Home,F,45-64,11
17,3,Home / Non-institution,F,45-64,20
17,3,Home / Non-institution,M,45-64,48
17,3,Hospital,F,45-64,29
17,3,Hospital,M,45-64,51
17,4,Care Home,F,45-64,4
17,4,Care Home,M,45-64,6
17,4,Home / Non-institution,F,45-64,19
17,4,Home / Non-institution,M,45-64,51
17,4,Hospital,F,45-64,29
17,4,Hospital,M,45-64,52
17,4,Other institution,M,45-64,2
17,5,Care Home,M,45-64,6
17,5,Care Home,F,45-64,9
17,5,Home / Non-institution,F,45-64,24
17,5,Home / Non-institution,M,45-64,47
17,5,Hospital,F,45-64,40
17,5,Hospital,M,45-64,48
17,6,Care Home,M,45-64,6
17,6,Care Home,F,45-64,7
17,6,Home / Non-institution,F,45-64,34
17,6,Home / Non-institution,M,45-64,43
17,6,Hospital,F,45-64,33
17,6,Hospital,M,45-64,48
17,6,Other institution,M,45-64,1
17,7,Care Home,F,45-64,6
17,7,Care Home,M,45-64,10
17,7,Home / Non-institution,F,45-64,31
17,7,Home / Non-institution,M,45-64,48
17,7,Hospital,M,45-64,36
17,7,Hospital,F,45-64,37
17,7,Other institution,F,45-64,1
17,7,Other institution,M,45-64,1
17,8,Care Home,M,45-64,12
17,8,Care Home,F,45-64,14
17,8,Home / Non-institution,F,45-64,29
17,8,Home / Non-institution,M,45-64,43
17,8,Hospital,F,45-64,23
17,8,Hospital,M,45-64,39
17,8,Other institution,M,45-64,1
17,9,Care Home,M,45-64,6
17,9,Care Home,F,45-64,11
17,9,Home / Non-institution,F,45-64,31
17,9,Home / Non-institution,M,45-64,48
17,9,Hospital,M,45-64,41
17,9,Hospital,F,45-64,48
17,9,Other institution,F,45-64,1
17,10,Care Home,F,45-64,11
17,10,Care Home,M,45-64,12
17,10,Home / Non-institution,F,45-64,27
17,10,Home / Non-institution,M,45-64,44
17,10,Hospital,F,45-64,37
17,10,Hospital,M,45-64,41
17,11,Care Home,F,45-64,1
17,11,Care Home,M,45-64,7
17,11,Home / Non-institution,F,45-64,16
17,11,Home / Non-institution,M,45-64,42
17,11,Hospital,M,45-64,36
17,11,Hospital,F,45-64,37
17,11,Other institution,M,45-64,1
17,11,Other institution,F,45-64,2
17,12,Care Home,M,45-64,2
17,12,Care Home,F,45-64,10
17,12,Home / Non-institution,F,45-64,18
17,12,Home / Non-institution,M,45-64,51
17,12,Hospital,F,45-64,32
17,12,Hospital,M,45-64,40
17,13,Care Home,M,45-64,7
17,13,Care Home,F,45-64,11
17,13,Home / Non-institution,F,45-64,22
17,13,Home / Non-institution,M,45-64,34
17,13,Hospital,F,45-64,35
17,13,Hospital,M,45-64,40
17,13,Other institution,F,45-64,1
17,14,Care Home,M,45-64,3
17,14,Care Home,F,45-64,7
17,14,Home / Non-institution,F,45-64,27
17,14,Home / Non-institution,M,45-64,41
17,14,Hospital,F,45-64,37
17,14,Hospital,M,45-64,56
17,15,Care Home,F,45-64,3
17,15,Care Home,M,45-64,5
17,15,Home / Non-institution,F,45-64,27
17,15,Home / Non-institution,M,45-64,40
17,15,Hospital,F,45-64,35
17,15,Hospital,M,45-64,36
17,16,Care Home,F,45-64,7
17,16,Care Home,M,45-64,7
17,16,Home / Non-institution,F,45-64,20
17,16,Home / Non-institution,M,45-64,36
17,16,Hospital,F,45-64,32
17,16,Hospital,M,45-64,42
17,17,Care Home,F,45-64,6
17,17,Care Home,M,45-64,12
17,17,Home / Non-institution,F,45-64,28
17,17,Home / Non-institution,M,45-64,44
17,17,Hospital,F,45-64,34
17,17,Hospital,M,45-64,36
17,17,Other institution,F,45-64,1
17,17,Other institution,M,45-64,1
17,18,Care Home,M,45-64,5
17,18,Care Home,F,45-64,8
17,18,Home / Non-institution,F,45-64,18
17,18,Home / Non-institution,M,45-64,38
17,18,Hospital,F,45-64,25
17,18,Hospital,M,45-64,36
17,18,Other institution,F,45-64,1
17,19,Care Home,F,45-64,6
17,19,Care Home,M,45-64,8
17,19,Home / Non-institution,F,45-64,22
17,19,Home / Non-institution,M,45-64,57
17,19,Hospital,F,45-64,40
17,19,Hospital,M,45-64,45
17,20,Care Home,M,45-64,2
17,20,Care Home,F,45-64,8
17,20,Home / Non-institution,F,45-64,26
17,20,Home / Non-institution,M,45-64,36
17,20,Hospital,F,45-64,41
17,20,Hospital,M,45-64,42
17,20,Other institution,M,45-64,1
17,21,Care Home,M,45-64,9
17,21,Care Home,F,45-64,13
17,21,Home / Non-institution,F,45-64,18
17,21,Home / Non-institution,M,45-64,44
17,21,Hospital,F,45-64,31
17,21,Hospital,M,45-64,38
17,22,Care Home,M,45-64,6
17,22,Care Home,F,45-64,7
17,22,Home / Non-institution,F,45-64,16
17,22,Home / Non-institution,M,45-64,42
17,22,Hospital,F,45-64,32
17,22,Hospital,M,45-64,34
17,22,Other institution,M,45-64,1
17,23,Care Home,M,45-64,7
17,23,Care Home,F,45-64,12
17,23,Home / Non-institution,F,45-64,24
17,23,Home / Non-institution,M,45-64,37
17,23,Hospital,F,45-64,35
17,23,Hospital,M,45-64,39
17,24,Care Home,F,45-64,4
17,24,Care Home,M,45-64,8
17,24,Home / Non-institution,F,45-64,31
17,24,Home / Non-institution,M,45-64,44
17,24,Hospital,F,45-64,30
17,24,Hospital,M,45-64,45
17,24,Other institution,M,45-64,1
17,25,Care Home,F,45-64,8
17,25,Care Home,M,45-64,12
17,25,Home / Non-institution,F,45-64,19
17,25,Home / Non-institution,M,45-64,50
17,25,Hospital,F,45-64,31
17,25,Hospital,M,45-64,47
17,26,Care Home,M,45-64,4
17,26,Care Home,F,45-64,6
17,26,Home / Non-institution,F,45-64,27
17,26,Home / Non-institution,M,45-64,34
17,26,Hospital,F,45-64,26
17,26,Hospital,M,45-64,35
17,26,Other institution,F,45-64,1
17,26,Other institution,M,45-64,1
17,27,Care Home,F,45-64,4
17,27,Care Home,M,45-64,8
17,27,Home / Non-institution,F,45-64,28
17,27,Home / Non-institution,M,45-64,46
17,27,Hospital,F,45-64,21
17,27,Hospital,M,45-64,39
17,27,Other institution,F,45-64,1
17,28,Care Home,F,45-64,5
17,28,Care Home,M,45-64,11
17,28,Home / Non-institution,F,45-64,20
17,28,Home / Non-institution,M,45-64,39
17,28,Hospital,F,45-64,24
17,28,Hospital,M,45-64,27
17,28,Other institution,F,45-64,1
17,29,Care Home,F,45-64,4
17,29,Care Home,M,45-64,8
17,29,Home / Non-institution,F,45-64,20
17,29,Home / Non-institution,M,45-64,52
17,29,Hospital,F,45-64,26
17,29,Hospital,M,45-64,40
17,30,Care Home,M,45-64,5
17,30,Care Home,F,45-64,10
17,30,Home / Non-institution,F,45-64,23
17,30,Home / Non-institution,M,45-64,54
17,30,Hospital,F,45-64,27
17,30,Hospital,M,45-64,29
17,31,Care Home,M,45-64,4
17,31,Care Home,F,45-64,12
17,31,Home / Non-institution,F,45-64,22
17,31,Home / Non-institution,M,45-64,42
17,31,Hospital,F,45-64,30
17,31,Hospital,M,45-64,40
17,31,Other institution,F,45-64,1
17,32,Care Home,M,45-64,5
17,32,Care Home,F,45-64,8
17,32,Home / Non-institution,F,45-64,28
17,32,Home / Non-institution,M,45-64,43
17,32,Hospital,F,45-64,29
17,32,Hospital,M,45-64,38
17,32,Other institution,F,45-64,1
17,33,Care Home,M,45-64,1
17,33,Care Home,F,45-64,6
17,33,Home / Non-institution,F,45-64,21
17,33,Home / Non-institution,M,45-64,34
17,33,Hospital,F,45-64,29
17,33,Hospital,M,45-64,38
17,33,Other institution,M,45-64,1
17,34,Care Home,F,45-64,6
17,34,Care Home,M,45-64,8
17,34,Home / Non-institution,F,45-64,22
17,34,Home / Non-institution,M,45-64,44
17,34,Hospital,F,45-64,32
17,34,Hospital,M,45-64,41
17,35,Care Home,F,45-64,6
17,35,Care Home,M,45-64,6
17,35,Home / Non-institution,F,45-64,20
17,35,Home / Non-institution,M,45-64,46
17,35,Hospital,F,45-64,32
17,35,Hospital,M,45-64,45
17,36,Care Home,F,45-64,4
17,36,Care Home,M,45-64,5
17,36,Home / Non-institution,F,45-64,19
17,36,Home / Non-institution,M,45-64,36
17,36,Hospital,F,45-64,29
17,36,Hospital,M,45-64,37
17,36,Other institution,M,45-64,1
17,37,Care Home,M,45-64,5
17,37,Care Home,F,45-64,11
17,37,Home / Non-institution,F,45-64,22
17,37,Home / Non-institution,M,45-64,44
17,37,Hospital,F,45-64,30
17,37,Hospital,M,45-64,40
17,37,Other institution,M,45-64,1
17,38,Care Home,M,45-64,6
17,38,Care Home,F,45-64,8
17,38,Home / Non-institution,F,45-64,25
17,38,Home / Non-institution,M,45-64,43
17,38,Hospital,F,45-64,34
17,38,Hospital,M,45-64,44
17,38,Other institution,F,45-64,1
17,39,Care Home,M,45-64,8
17,39,Care Home,F,45-64,12
17,39,Home / Non-institution,F,45-64,20
17,39,Home / Non-institution,M,45-64,44
17,39,Hospital,F,45-64,30
17,39,Hospital,M,45-64,34
17,39,Other institution,F,45-64,1
17,40,Care Home,F,45-64,6
17,40,Care Home,M,45-64,7
17,40,Home / Non-institution,F,45-64,34
17,40,Home / Non-institution,M,45-64,38
17,40,Hospital,F,45-64,27
17,40,Hospital,M,45-64,41
17,40,Other institution,F,45-64,2
17,41,Care Home,F,45-64,7
17,41,Care Home,M,45-64,13
17,41,Home / Non-institution,F,45-64,17
17,41,Home / Non-institution,M,45-64,41
17,41,Hospital,F,45-64,27
17,41,Hospital,M,45-64,40
17,41,Other institution,F,45-64,1
17,42,Care Home,F,45-64,6
17,42,Care Home,M,45-64,6
17,42,Home / Non-institution,F,45-64,22
17,42,Home / Non-institution,M,45-64,52
17,42,Hospital,F,45-64,29
17,42,Hospital,M,45-64,43
17,43,Care Home,F,45-64,7
17,43,Care Home,M,45-64,15
17,43,Home / Non-institution,F,45-64,24
17,43,Home / Non-institution,M,45-64,41
17,43,Hospital,F,45-64,27
17,43,Hospital,M,45-64,36
17,43,Other institution,F,45-64,1
17,44,Care Home,F,45-64,8
17,44,Care Home,M,45-64,15
17,44,Home / Non-institution,F,45-64,33
17,44,Home / Non-institution,M,45-64,42
17,44,Hospital,F,45-64,28
17,44,Hospital,M,45-64,33
17,45,Care Home,F,45-64,6
17,45,Care Home,M,45-64,10
17,45,Home / Non-institution,F,45-64,21
17,45,Home / Non-institution,M,45-64,54
17,45,Hospital,F,45-64,29
17,45,Hospital,M,45-64,43
17,46,Care Home,M,45-64,4
17,46,Care Home,F,45-64,9
17,46,Home / Non-institution,F,45-64,26
17,46,Home / Non-institution,M,45-64,49
17,46,Hospital,F,45-64,44
17,46,Hospital,M,45-64,49
17,46,Other institution,F,45-64,1
17,47,Care Home,M,45-64,8
17,47,Care Home,F,45-64,16
17,47,Home / Non-institution,F,45-64,21
17,47,Home / Non-institution,M,45-64,47
17,47,Hospital,F,45-64,28
17,47,Hospital,M,45-64,45
17,47,Other institution,M,45-64,3
17,48,Care Home,M,45-64,4
17,48,Care Home,F,45-64,8
17,48,Home / Non-institution,F,45-64,22
17,48,Home / Non-institution,M,45-64,42
17,48,Hospital,F,45-64,30
17,48,Hospital,M,45-64,48
17,48,Other institution,M,45-64,1
17,49,Care Home,F,45-64,9
17,49,Care Home,M,45-64,9
17,49,Home / Non-institution,F,45-64,18
17,49,Home / Non-institution,M,45-64,39
17,49,Hospital,F,45-64,35
17,49,Hospital,M,45-64,45
17,50,Care Home,M,45-64,9
17,50,Care Home,F,45-64,13
17,50,Home / Non-institution,F,45-64,29
17,50,Home / Non-institution,M,45-64,62
17,50,Hospital,F,45-64,31
17,50,Hospital,M,45-64,52
17,50,Other institution,M,45-64,1
17,51,Care Home,F,45-64,8
17,51,Care Home,M,45-64,10
17,51,Home / Non-institution,F,45-64,33
17,51,Home / Non-institution,M,45-64,39
17,51,Hospital,F,45-64,36
17,51,Hospital,M,45-64,50
17,52,Care Home,F,45-64,6
17,52,Care Home,M,45-64,7
17,52,Home / Non-institution,F,45-64,16
17,52,Home / Non-institution,M,45-64,34
17,52,Hospital,M,45-64,29
17,52,Hospital,F,45-64,36
18,1,Care Home,M,45-64,6
18,1,Care Home,F,45-64,7
18,1,Home / Non-institution,F,45-64,32
18,1,Home / Non-institution,M,45-64,42
18,1,Hospital,F,45-64,33
18,1,Hospital,M,45-64,43
18,1,Other institution,F,45-64,1
18,2,Care Home,M,45-64,8
18,2,Care Home,F,45-64,10
18,2,Home / Non-institution,F,45-64,37
18,2,Home / Non-institution,M,45-64,63
18,2,Hospital,F,45-64,58
18,2,Hospital,M,45-64,65
18,3,Care Home,M,45-64,3
18,3,Care Home,F,45-64,8
18,3,Home / Non-institution,F,45-64,30
18,3,Home / Non-institution,M,45-64,63
18,3,Hospital,M,45-64,46
18,3,Hospital,F,45-64,49
18,4,Care Home,F,45-64,9
18,4,Care Home,M,45-64,11
18,4,Home / Non-institution,F,45-64,32
18,4,Home / Non-institution,M,45-64,62
18,4,Hospital,F,45-64,33
18,4,Hospital,M,45-64,40
18,5,Care Home,M,45-64,9
18,5,Care Home,F,45-64,10
18,5,Home / Non-institution,F,45-64,26
18,5,Home / Non-institution,M,45-64,56
18,5,Hospital,F,45-64,32
18,5,Hospital,M,45-64,44
18,5,Other institution,F,45-64,1
18,5,Other institution,M,45-64,2
18,6,Care Home,F,45-64,5
18,6,Care Home,M,45-64,15
18,6,Home / Non-institution,F,45-64,26
18,6,Home / Non-institution,M,45-64,55
18,6,Hospital,F,45-64,41
18,6,Hospital,M,45-64,51
18,7,Care Home,M,45-64,8
18,7,Care Home,F,45-64,13
18,7,Home / Non-institution,F,45-64,26
18,7,Home / Non-institution,M,45-64,52
18,7,Hospital,F,45-64,48
18,7,Hospital,M,45-64,51
18,8,Care Home,M,45-64,9
18,8,Care Home,F,45-64,11
18,8,Home / Non-institution,F,45-64,25
18,8,Home / Non-institution,M,45-64,48
18,8,Hospital,M,45-64,42
18,8,Hospital,F,45-64,44
18,9,Care Home,F,45-64,10
18,9,Care Home,M,45-64,13
18,9,Home / Non-institution,F,45-64,24
18,9,Home / Non-institution,M,45-64,42
18,9,Hospital,F,45-64,23
18,9,Hospital,M,45-64,32
18,9,Other institution,M,45-64,5
18,10,Care Home,M,45-64,6
18,10,Care Home,F,45-64,13
18,10,Home / Non-institution,F,45-64,31
18,10,Home / Non-institution,M,45-64,56
18,10,Hospital,F,45-64,44
18,10,Hospital,M,45-64,48
18,11,Care Home,F,45-64,5
18,11,Care Home,M,45-64,5
18,11,Home / Non-institution,F,45-64,24
18,11,Home / Non-institution,M,45-64,38
18,11,Hospital,F,45-64,33
18,11,Hospital,M,45-64,47
18,12,Care Home,F,45-64,6
18,12,Care Home,M,45-64,8
18,12,Home / Non-institution,F,45-64,18
18,12,Home / Non-institution,M,45-64,51
18,12,Hospital,F,45-64,34
18,12,Hospital,M,45-64,48
18,12,Other institution,M,45-64,1
18,13,Care Home,M,45-64,5
18,13,Care Home,F,45-64,10
18,13,Home / Non-institution,F,45-64,26
18,13,Home / Non-institution,M,45-64,42
18,13,Hospital,F,45-64,29
18,13,Hospital,M,45-64,42
18,14,Care Home,M,45-64,7
18,14,Care Home,F,45-64,9
18,14,Home / Non-institution,F,45-64,19
18,14,Home / Non-institution,M,45-64,33
18,14,Hospital,F,45-64,34
18,14,Hospital,M,45-64,40
18,15,Care Home,M,45-64,9
18,15,Care Home,F,45-64,20
18,15,Home / Non-institution,F,45-64,35
18,15,Home / Non-institution,M,45-64,63
18,15,Hospital,F,45-64,40
18,15,Hospital,M,45-64,60
18,15,Other institution,F,45-64,1
18,16,Care Home,F,45-64,8
18,16,Care Home,M,45-64,12
